timestamp,ticker,regime,signal_type,price,level,strength,volume,volume_spike,dp_confirmed,reason
2025-10-17T20:35:33,SPY,CHOP,NO_SIGNAL,664.3900146484375,,,0,False,,"No breakout/reversal detected. Resistance: [665.6300048828125, 665.1400146484375], Support: [664.1500244140625, 664.2100219726562]"
2025-10-17T20:35:33,QQQ,CHOP,NO_SIGNAL,603.9299926757812,,,0,False,,"No breakout/reversal detected. Resistance: [605.3599853515625, 604.8699951171875], Support: [603.8499755859375, 603.8800048828125]"
2025-10-17T20:36:33,SPY,CHOP,NO_SIGNAL,664.3900146484375,,,0,False,,"No breakout/reversal detected. Resistance: [665.6300048828125, 665.1400146484375], Support: [664.1500244140625, 664.2100219726562]"
2025-10-17T20:36:33,QQQ,CHOP,NO_SIGNAL,603.9299926757812,,,0,False,,"No breakout/reversal detected. Resistance: [605.3599853515625, 604.8699951171875], Support: [603.8499755859375, 603.8800048828125]"
2025-10-17T20:37:34,SPY,CHOP,NO_SIGNAL,664.3900146484375,,,0,False,,"No breakout/reversal detected. Resistance: [665.6300048828125, 665.1400146484375], Support: [664.1500244140625, 664.2100219726562]"
2025-10-17T20:37:34,QQQ,CHOP,NO_SIGNAL,603.9299926757812,,,0,False,,"No breakout/reversal detected. Resistance: [605.3599853515625, 604.8699951171875], Support: [603.8499755859375, 603.8800048828125]"
2025-10-17T20:38:34,SPY,CHOP,NO_SIGNAL,664.3900146484375,,,0,False,,"No breakout/reversal detected. Resistance: [665.6300048828125, 665.1400146484375], Support: [664.1500244140625, 664.2100219726562]"
2025-10-17T20:38:34,QQQ,CHOP,NO_SIGNAL,603.9299926757812,,,0,False,,"No breakout/reversal detected. Resistance: [605.3599853515625, 604.8699951171875], Support: [603.8499755859375, 603.8800048828125]"
2025-10-17T20:39:35,SPY,CHOP,NO_SIGNAL,664.3900146484375,,,0,False,,"No breakout/reversal detected. Resistance: [665.6300048828125, 665.1400146484375], Support: [664.1500244140625, 664.2100219726562]"
2025-10-17T20:39:35,QQQ,CHOP,NO_SIGNAL,603.9299926757812,,,0,False,,"No breakout/reversal detected. Resistance: [605.3599853515625, 604.8699951171875], Support: [603.8499755859375, 603.8800048828125]"
2025-10-17T20:40:35,SPY,CHOP,NO_SIGNAL,664.3900146484375,,,0,False,,"No breakout/reversal detected. Resistance: [665.6300048828125, 665.1400146484375], Support: [664.1500244140625, 664.2100219726562]"
2025-10-17T20:40:35,QQQ,CHOP,NO_SIGNAL,603.9299926757812,,,0,False,,"No breakout/reversal detected. Resistance: [605.3599853515625, 604.8699951171875], Support: [603.8499755859375, 603.8800048828125]"
2025-10-17T20:41:35,SPY,CHOP,NO_SIGNAL,664.3900146484375,,,0,False,,"No breakout/reversal detected. Resistance: [665.6300048828125, 665.1400146484375], Support: [664.1500244140625, 664.2100219726562]"
2025-10-17T20:41:35,QQQ,CHOP,NO_SIGNAL,603.9299926757812,,,0,False,,"No breakout/reversal detected. Resistance: [605.3599853515625, 604.8699951171875], Support: [603.8499755859375, 603.8800048828125]"
2025-10-17T20:42:36,SPY,CHOP,NO_SIGNAL,664.3900146484375,,,0,False,,"No breakout/reversal detected. Resistance: [665.6300048828125, 665.1400146484375], Support: [664.1500244140625, 664.2100219726562]"
2025-10-17T20:42:36,QQQ,CHOP,NO_SIGNAL,603.9299926757812,,,0,False,,"No breakout/reversal detected. Resistance: [605.3599853515625, 604.8699951171875], Support: [603.8499755859375, 603.8800048828125]"
2025-10-17T20:43:36,SPY,CHOP,NO_SIGNAL,664.3900146484375,,,0,False,,"No breakout/reversal detected. Resistance: [665.6300048828125, 665.1400146484375], Support: [664.1500244140625, 664.2100219726562]"
2025-10-17T20:43:36,QQQ,CHOP,NO_SIGNAL,603.9299926757812,,,0,False,,"No breakout/reversal detected. Resistance: [605.3599853515625, 604.8699951171875], Support: [603.8499755859375, 603.8800048828125]"
